[2025-11-18 09:11:50] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-11-17
正在获取论文...
[arXiv] 2025-11-17 | Segment Anything Across Shots: A Method and Benchmark
[NO] 78/1881 | Chiral Magnetic Effect induced Spectator Process for Leptogenesis
[NO] 79/1881 | Generalization Bounds for Semi-supervised Matrix Completion with Distributional Side Information
[NO] 80/1881 | The Influence of Neighborhood Design on the Sustainability of US Suburbs
[NO] 81/1881 | Fairness-Aware Graph Representation Learning with Limited Demographic Information
[NO] 82/1881 | Accuracy is Not Enough: Poisoning Interpretability in Federated Learning via Color Skew
[NO] 83/1881 | Measurement-based Dynamical Decoupling for Fidelity Preservation on Large-scale Quantum Processors
[NO] 84/1881 | Towards Affect-Adaptive Human-Robot Interaction: A Protocol for Multimodal Dataset Collection on Social Anxiety
[NO] 85/1881 | A Computationally Efficient Framework for Free-trajectory Minimum-lap-time Optimization of Racing Cars
[NO] 86/1881 | Probing scalar-neutrino and scalar-dark-matter interactions with PandaX-4T
[NO] 87/1881 | Naga: Vedic Encoding for Deep State Space Models
[NO] 88/1881 | Mapping the Vanishing and Transformation of Urban Villages in China
[NO] 89/1881 | Tight and Practical Privacy Auditing for Differentially Private In-Context Learning
[NO] 90/1881 | Sampling Density for Gabor Phase Retrieval
[NO] 91/1881 | Uniform Feasibility For Smoothed Backup Control Barrier Functions
[NO] 92/1881 | Topological transitions in swarmalators systems
[NO] 93/1881 | Multi-Agent Multimodal Large Language Model Framework for Automated Interpretation of Fuel Efficiency Analytics in Public Transportation
[NO] 94/1881 | Radial foliations in dimension three
[NO] 95/1881 | The asymptotically Schwarzschild-like metric solutions
[NO] 96/1881 | Multi-Objective Statistical Model Checking using Lightweight Strategy Sampling (extended version)
[NO] 97/1881 | Hardware optimization on Android for inference of AI models
[NO] 98/1881 | Collective decision-making with higher-order interactions on $d$-uniform hypergraphs
[YES] 99/1881 | Evaluation of Domain-Specific Architectures for General-Purpose Applications in Apple Silicon
[NO] 100/1881 | Shaping the Mantle: The Role of Superheated Cores After Giant Impacts
[NO] 101/1881 | Optical investigation of ultra-slow spin relaxation in $^{171}$Yb$^{3+}$:Y$_2$SiO$_5$ single crystals
[NO] 102/1881 | Emergent spectral geometry in the Coherence--Curvature Model
[NO] 103/1881 | On the uniqueness of continuous spacetime extensions in 1+1 dimensions with applications to weak null singularities
[NO] 104/1881 | PAST: A Primary-Auxiliary Spatio-Temporal Network for Traffic Time Series Imputation
[NO] 105/1881 | Robustness of Morse decomposition for non-local perturbations of the Chafee-Infante equation
[NO] 106/1881 | Regularity theory for degenerate fully nonlinear nonlocal equations with a Hamiltonian term
[NO] 107/1881 | Investigating magnetic activity cycles in solar-like oscillators using asteroseismic data from the K2 mission
[NO] 108/1881 | Cosmic Expansion Driven by Gravitational Particle Production: Toward a Complete Cosmological Scenario
[NO] 109/1881 | Uncovering Causal Drivers of Energy Efficiency for Industrial Process in Foundry via Time-Series Causal Inference
[NO] 110/1881 | Generalized Denoising Diffusion Codebook Models (gDDCM): Tokenizing images using a pre-trained diffusion model
[NO] 111/1881 | Diffraction induced quantum chaos in a one-dimensional Bose gas
[NO] 112/1881 | CBDC Stress Test in a Dual-Currency Setting
[NO] 113/1881 | Constraining the Neutral Hydrogen Fraction from SKA Simulated Observation using a Double-Gaussian Decomposition Technique
[NO] 114/1881 | Isogeometric fluid-structure interaction using a mixed continuous/discontinuous Galerkin scheme
[NO] 115/1881 | A small remark on small-dimensional normed barrelled spaces
[NO] 116/1881 | Semi-Supervised Multi-Task Learning for Interpretable Quality As- sessment of Fundus Images
[NO] 117/1881 | Floquet Recurrences in the Double Kicked Top
[NO] 118/1881 | Novel Tau-Informed Initialization for Maximum Likelihood Estimation of Copulas with Discrete Margins
[NO] 119/1881 | Basis Immunity: Isotropy as a Regularizer for Uncertainty
[NO] 120/1881 | TacEleven: generative tactic discovery for football open play
[NO] 121/1881 | A Bi-fidelity based asymptotic-preserving neural network for the semiconductor Boltzmann equation and its inverse problem
[NO] 122/1881 | Whistledown: Combining User-Level Privacy with Conversational Coherence in LLMs
[NO] 123/1881 | DAP: A Discrete-token Autoregressive Planner for Autonomous Driving
[NO] 124/1881 | Mitigating Recommendation Biases via Group-Alignment and Global-Uniformity in Representation Learning
[NO] 125/1881 | uCLIP: Parameter-Efficient Multilingual Extension of Vision-Language Models with Unpaired Data
[NO] 126/1881 | ZX-DB: A Graph Database for Quantum Circuit Simplification and Rewriting via the ZX-Calculus
[NO] 127/1881 | Geometry Meets Light: Leveraging Geometric Priors for Universal Photometric Stereo under Limited Multi-Illumination Cues
[NO] 128/1881 | Cooperative ISAC for LAE: Joint Trajectory Planning, Power allocation, and Dynamic Time Division
[NO] 129/1881 | Medal S: Spatio-Textual Prompt Model for Medical Segmentation
[NO] 130/1881 | Bayesian Variable Selection on Small Sample Trial Data via Adaptive Posterior-Informed Shrinkage Prior
[NO] 131/1881 | ArtiWorld: LLM-Driven Articulation of 3D Objects in Scenes
[NO] 132/1881 | Dynamics of stochastic microorganism flocculation models
[YES] 133/1881 | Esim: EVM Bytecode Similarity Detection Based on Stable-Semantic Graph
[NO] 134/1881 | HiFusion: Hierarchical Intra-Spot Alignment and Regional Context Fusion for Spatial Gene Expression Prediction from Histopathology
[NO] 135/1881 | Beyond Citations: A Cross-Domain Metric for Dataset Impact and Shareability
[NO] 136/1881 | ENGRAM: Effective, Lightweight Memory Orchestration for Conversational Agents
[NO] 137/1881 | Quantum decoherence signatures in charmless non-leptonic $B$ decays
[NO] 138/1881 | Transfer Learning and Locally Linear Regression for Locally Stationary Time Series
[NO] 139/1881 | Recurrent Autoregressive Diffusion: Global Memory Meets Local Attention
[NO] 140/1881 | Tokenize Once, Recommend Anywhere: Unified Item Tokenization for Multi-domain LLM-based Recommendation
[NO] 141/1881 | Auditing Google's AI Overviews and Featured Snippets: A Case Study on Baby Care and Pregnancy
[NO] 142/1881 | Quantitative blow-up suppression for the Patlak-Keller-Segel(-Navier-Stokes) system via Couette flow on $\mathbb{R}^2$
[NO] 143/1881 | DiffuDepGrasp: Diffusion-based Depth Noise Modeling Empowers Sim2Real Robotic Grasping
[YES] 144/1881 | Online Learning of HTN Methods for integrated LLM-HTN Planning
[NO] 145/1881 | Rethinking the filter bubble? Developing a research agenda for the protective filter bubble
[NO] 146/1881 | Video Finetuning Improves Reasoning Between Frames
[NO] 147/1881 | Affine Chord Sobolev Inequalities from Integral Geometry
[NO] 148/1881 | An approach of deep reinforcement learning for maximizing the net present value of stochastic projects
[NO] 149/1881 | Rethinking Data Value: Asymmetric Data Shapley for Structure-Aware Valuation in Data Markets and Machine Learning Pipelines
[NO] 150/1881 | Quasinormal ringing of a regular black hole sourced by the Dehnen-type distribution of matter
[NO] 151/1881 | Compact Schemes for $A^+B$, $A^+AB$ and $AA^+B$
[NO] 152/1881 | From Black-Box to White-Box: Control-Theoretic Neural Network Interpretability
[NO] 153/1881 | Identification-aware Markov chain Monte Carlo
[NO] 154/1881 | Scalable learning of macroscopic stochastic dynamics
[NO] 155/1881 | Cyclotomic integral points for affine dynamics
[NO] 156/1881 | A modulated nonlinear system: breathers and time crystals
[NO] 157/1881 | Learning Time-Scale Invariant Population-Level Neural Representations
[NO] 158/1881 | $t$-Young complexes and squarefree powers of $t$-path ideals
[NO] 159/1881 | Spin-orbit driven $J_{eff} = 1/2$ magnetism in a d$^7$ triangular-lattice monolayer cobaltate
[NO] 160/1881 | Ultra Low Overhead Syndrome Extraction for the Steane code
[NO] 161/1881 | PDRs4All XX. Haute Couture: Spectral stitching of JWST MIRI-IFU cubes with matrix completion
[NO] 162/1881 | EL3DD: Extended Latent 3D Diffusion for Language Conditioned Multitask Manipulation
[NO] 163/1881 | On the Charm Contribution to the Muon $g-2$ Light-by-Light
[NO] 164/1881 | Revealing the dynamic responses of Pb under shock loading based on DFT-accuracy machine learning potential
[NO] 165/1881 | Robust Defense Strategies for Multimodal Contrastive Learning: Efficient Fine-tuning Against Backdoor Attacks
[NO] 166/1881 | Making Evidence Actionable in Adaptive Learning Closing the Diagnostic Pedagogical Loop
[NO] 167/1881 | Effects of the Next-Nearest-Neighbor Hopping on the Low-Dimensional Hubbard Model: Ferromagnetism, Antiferromagnetism, and Superconductivity
[NO] 168/1881 | Minimax Multi-Target Conformal Prediction with Applications to Imaging Inverse Problems
[NO] 169/1881 | Rankwidth of Graphs with Balanced Separations: Expansion for Dense Graphs
[NO] 170/1881 | AI Fairness Beyond Complete Demographics: Current Achievements and Future Directions
[NO] 171/1881 | On the General Projective Theory of Matter and Gravitation
[NO] 172/1881 | Formation of HNC and HCN isomers in molecular plasmas revealed by frequency comb and quantum cascade laser spectroscopy
[NO] 173/1881 | Interpretable Ransomware Detection Using Hybrid Large Language Models: A Comparative Analysis of BERT, RoBERTa, and DeBERTa Through LIME and SHAP
[NO] 174/1881 | A High-Efficiency Microwave Power Combining System Based on Frequency-Tuning Injection-Locked Magnetrons
[NO] 175/1881 | Equivariant Banach-bundle germs
[NO] 176/1881 | Smoothed-Cubic Spin-Glass Model of Random Lasers
[NO] 177/1881 | Medium modification of the charge-weighted Energy-Energy Correlators in Pb+Pb collisions at $\sqrt{s_{NN}}=5.02$~TeV
[NO] 178/1881 | Language-Guided Invariance Probing of Vision-Language Models
[NO] 179/1881 | Tuning of Weyl point emergence in multi-terminal Josephson junctions using quantum point contacts
[NO] 180/1881 | Spin-Lattice Relaxation in Two-Dimensional Superconducting BKT Transition
[NO] 181/1881 | On cubic Blaschke products
[NO] 182/1881 | Ultrafast electron diffractive imaging of the dissociation of pre-excited molecules
[NO] 183/1881 | Higher Steklov eigenvalues of graphs on surfaces
[NO] 184/1881 | GREAT: Generalizable Representation Enhancement via Auxiliary Transformations for Zero-Shot Environmental Prediction
[NO] 185/1881 | Multi-task GINN-LP for Multi-target Symbolic Regression
[NO] 186/1881 | $D_{(s)}(2S)$ and $D^{*}_{(s)}(2S)$ production in nonleptonic $B_{(s)}$ weak decays
[NO] 187/1881 | Bounded solutions and interpolative gap bounds for degenerate parabolic double phase problems
[NO] 188/1881 | Probing parameters estimation with Gaussian non-commutative measurements
[NO] 189/1881 | Discovering Operational Patterns Using Image-Based Convolutional Clustering and Composite Evaluation: A Case Study in Foundry Melting Processes
[NO] 190/1881 | Decomposing Inequalities using Machine Learning and Overcoming Common Support Issues
[NO] 191/1881 | Symmetric harmoniousness of odd-order groups
[NO] 192/1881 | Exploring Multi-Table Retrieval Through Iterative Search
[NO] 193/1881 | Sharp barrier estimates for Bessel bridges
[NO] 194/1881 | Asymptotic stability and mean ergodicity of Feller processes on Polish spaces
[NO] 195/1881 | Descriptor: Distance-Annotated Traffic Perception Question Answering (DTPQA)
[NO] 196/1881 | Block Structure Preserving Model Order Reduction for A-EFIE Integral Equation Method
[NO] 197/1881 | Impacts of Stratospheric Aerosol Injection on Renewable Energy Systems
[NO] 198/1881 | An Unusual Velocity Field in a Sunspot Penumbra
[NO] 199/1881 | Cognitive Maps in Language Models: A Mechanistic Analysis of Spatial Planning
[NO] 200/1881 | Unifying points of interest taxonomies: mapping OpenStreetMap tags to the Foursquare category system
[YES] 201/1881 | Donors and Recipients: On Asymmetric Transfer Across Tasks and Languages with Parameter-Efficient Fine-Tuning
[NO] 202/1881 | InfoDecom: Decomposing Information for Defending against Privacy Leakage in Split Inference
[NO] 203/1881 | An Automated Framework for Analyzing Structural Evolution in On-the-fly Non-adiabatic Molecular Dynamics Using Autoencoder and Multiple Molecular Descriptors
[NO] 204/1881 | Event-triggered Dual Gradient Tracking for Distributed Resource Allocation
[NO] 205/1881 | The Intrinsic Angular - Momentum of Particles and the Resolution of the Spin-Statistics Theorem
[NO] 206/1881 | Reasoning Shapes Alignment: Investigating Cultural Alignment in Large Reasoning Models with Cultural Norms
[NO] 207/1881 | Model-Based Assessment of__the__Cruising Traffic and Environmental Impact of__Parking Restrictions
[NO] 208/1881 | Nontrivial flat bands and quantum Hall crossovers in square-octagon lattice materials
[NO] 209/1881 | Stray Light Correction for the Helioseismic and Magnetic Imager
[NO] 210/1881 | Projection-based DMRG-in-DFT embedding corrected by non-additive exchange-correlation
[NO] 211/1881 | Tab-PET: Graph-Based Positional Encodings for Tabular Transformers
[YES] 212/1881 | AutoMalDesc: Large-Scale Script Analysis for Cyber Threat Research
[NO] 213/1881 | HPC-Accelerated Simulation and Calibration for Silicon Quantum Dots
[NO] 214/1881 | Foreground removal in HI 21 cm intensity mapping under frequency-dependent beam distortions
[NO] 215/1881 | Explainable RL Policies by Distilling to Locally-Specialized Linear Policies with Voronoi State Partitioning
[NO] 216/1881 | Mosco-convergence of Cheeger energies on varying spaces satisfying curvature dimension conditions
[NO] 217/1881 | Distributed Hierarchical Machine Learning for Joint Resource Allocation and Slice Selection in In-Network Edge Systems
[NO] 218/1881 | Switching rates in Kerr resonator with two-photon dissipation and driving
[NO] 219/1881 | The free Banach $f$-algebra generated by a Banach space
[NO] 220/1881 | A Family of Eight-Point Conics Associated with the Cyclic Quadrilateral
[NO] 221/1881 | CorrectAD: A Self-Correcting Agentic System to Improve End-to-end Planning in Autonomous Driving
[YES] 222/1881 | Spark-Prover-X1: Formal Theorem Proving Through Diverse Data Training
[NO] 223/1881 | APP: A* Post-Processing Algorithm for Robots with Bidirectional Shortcut and Path Perturbation
[NO] 224/1881 | On the Hierarchical Bayes justification of Empirical Bayes Confidence Intervals
[YES] 225/1881 | Scaling Generative Verifiers For Natural Language Mathematical Proof Verification And Selection
[NO] 226/1881 | Helical Magnetic Field in the Acceleration--Collimation Zone of the M87 Jet
[NO] 227/1881 | A Study of $T_{cc}(3875)^+$ Nature : Compact v.s. Molecule
[NO] 228/1881 | Semantic Prioritization in Visual Counterfactual Explanations with Weighted Segmentation and Auto-Adaptive Region Selection
[NO] 229/1881 | Reuse, Don't Recompute: Efficient Large Reasoning Model Inference via Memory Orchestration
[NO] 230/1881 | The Grain Family of Stream Ciphers: an Abstraction, Strengthening of Components and New Concrete Instantiations
[NO] 231/1881 | An amended Ehrenfest theorem for the Gross-Pitaevskii equation in one- and two-dimensional potential boxes
[NO] 232/1881 | Concept Regions Matter: Benchmarking CLIP with a New Cluster-Importance Approach
[NO] 233/1881 | GrOCE:Graph-Guided Online Concept Erasure for Text-to-Image Diffusion Models
[NO] 234/1881 | Boundedness of Forelli-Rudin Type Operators on Tubular Domains over The Generalized Light Cones
[NO] 235/1881 | MedRule-KG: A Knowledge-Graph--Steered Scaffold for Reliable Mathematical and Biomedical Reasoning
[NO] 236/1881 | Global Cross-Time Attention Fusion for Enhanced Solar Flare Prediction from Multivariate Time Series
[NO] 237/1881 | Vanishing viscosity limit of the 2D stationary Navier-Stokes equations outside a rotating disc and its application
