[2025-12-10 15:34:53] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-12-09
正在获取论文...
[arXiv] 2025-12-09 | Identifying counterfactual probabilities using bivariate distributions and uplift modeling
[NO] 547/1810 | The Smith form of Sylvester and Bézout matrices for zero-dimensional ideals
[NO] 548/1810 | A journey to ITACA
[NO] 549/1810 | High-Redshift Galactic Outflows: Orientation Effects, Kinematics, and Metallicity in TNG50 and SERRA
[NO] 550/1810 | Further study on the lepton mass spectra and flavor mixing with $S_{3L} \times S_{3R}$ flavor symmetry
[NO] 551/1810 | Principles2Plan: LLM-Guided System for Operationalising Ethical Principles into Plans
[NO] 552/1810 | PaintFlow: A Unified Framework for Interactive Oil Paintings Editing and Generation
[NO] 553/1810 | Beyond Real Weights: Hypercomplex Representations for Stable Quantization
[NO] 554/1810 | Angular emission of scintillators for nuclear fusion diagnostics
[NO] 555/1810 | Developing Distance-Aware Uncertainty Quantification Methods in Physics-Guided Neural Networks for Reliable Bearing Health Prediction
[NO] 556/1810 | Fractional Homogenization of Parabolic Equations with Long-Range Random Potentials
[NO] 557/1810 | Temporal Concept Dynamics in Diffusion Models via Prompt-Conditioned Interventions
[NO] 558/1810 | Exogenous Metal Cations in the Synthesis of CsPbBr3 Nanocrystals and their Interplay with Tertiary Amines
[NO] 559/1810 | Measuring Computer Science Enthusiasm: A Questionnaire-Based Analysis of Age and Gender Effects on Students' Interest
[NO] 560/1810 | Transformers for Multimodal Brain State Decoding: Integrating Functional Magnetic Resonance Imaging Data and Medical Metadata
[NO] 561/1810 | Modeling the Effects of Slip, Twinning, and Notch on the Deformation of Single-Crystal Austenitic Manganese Steel
[NO] 562/1810 | Transition in elastic Dean flow: the centre-mode versus hoop-stress pathways
[NO] 563/1810 | Globular Cluster Systems in Dwarf Galaxies: Catalogs and Comparisons
[NO] 564/1810 | MPC for tracking for anesthesia dynamics
[NO] 565/1810 | Biothreat Benchmark Generation Framework for Evaluating Frontier AI Models II: Benchmark Generation Process
[NO] 566/1810 | Photon Dynamics and Collision Risks in Relativistic Spaceflight: A Comparative Study of Methods and Implications
[NO] 567/1810 | What Triggers my Model? Contrastive Explanations Inform Gender Choices by Translation Models
[NO] 568/1810 | Benchmarking Gaussian and non-Gaussian input states with a hybrid sampling platform
[NO] 569/1810 | Real-time heralded non-Gaussian teleportation resource-state generator
[NO] 570/1810 | Mechanical behaviour of brain-skull interface (meninges) under shear loading through experiment and finite element modelling: Preliminary results
[NO] 571/1810 | Collisional rate coefficients for OH-H$_2$ at high temperatures
[NO] 572/1810 | Prismatic World Model: Learning Compositional Dynamics for Planning in Hybrid Systems
[NO] 573/1810 | Another view on smooth prime Fano threefolds of degree 22 with infinite automorphism groups
[NO] 574/1810 | Single-Step Phase-Engineered Pulse for Active Readout Cavity Reset in Superconducting Circuits
[NO] 575/1810 | Chemical analysis of the Milky Way's Nuclear Star Cluster: Evidence for a metallicity gradient
[NO] 576/1810 | The 1/4-phenomenon of placement probabilities of tilings in the Aztec diamond
[NO] 577/1810 | Integrating Coarse-Grained Simulations and Deep Learning to Unveil Entropy-Driven dsRNA Unwinding by DDX3X
[NO] 578/1810 | Turning Threat into Opportunity: DRL-Powered Anti-Jamming via Energy Harvesting in UAV-Disrupted Channels
[NO] 579/1810 | A tight example for approximation ratio 5 for covering small cuts by the primal-dual method
[NO] 580/1810 | The High Cost of Incivility: Quantifying Interaction Inefficiency via Multi-Agent Monte Carlo Simulations
[NO] 581/1810 | Predicting California Bearing Ratio with Ensemble and Neural Network Models: A Case Study from Türkiye
[NO] 582/1810 | Robust Finetuning of Vision-Language-Action Robot Policies via Parameter Merging
[NO] 583/1810 | Interpreting Structured Perturbations in Image Protection Methods for Diffusion Models
[NO] 584/1810 | Low Rank Support Quaternion Matrix Machine
[NO] 585/1810 | GeoDiffMM: Geometry-Guided Conditional Diffusion for Motion Magnification
[NO] 586/1810 | Detecting Dental Landmarks from Intraoral 3D Scans: the 3DTeethLand challenge
[NO] 587/1810 | Fock Space Tensor Product Categorifications and Multiplicities in Complex Rank Parabolic Category O
[YES] 588/1810 | MIRAGE: Misleading Retrieval-Augmented Generation via Black-box and Query-agnostic Poisoning Attacks
[NO] 589/1810 | PAVAS: Physics-Aware Video-to-Audio Synthesis
[NO] 590/1810 | Probabilistic Multi-Agent Aircraft Landing Time Prediction
[NO] 591/1810 | On the Bergman metric of a pseudoconvex domain with a strongly pseudoconvex polyhedral boundary point
[NO] 592/1810 | gHAWK: Local and Global Structure Encoding for Scalable Training of Graph Neural Networks on Knowledge Graphs
[NO] 593/1810 | AgentEval: Generative Agents as Reliable Proxies for Human Evaluation of AI-Generated Content
[NO] 594/1810 | SOFA-FL: Self-Organizing Hierarchical Federated Learning with Adaptive Clustered Data Sharing
[NO] 595/1810 | Finite-Temperature $\textit{ab initio}$ Structural Optimization of the Bilayer Nickelate Superconductor La$_3$Ni$_2$O$_7$
[NO] 596/1810 | Residual-SwinCA-Net: A Channel-Aware Integrated Residual CNN-Swin Transformer for Malignant Lesion Segmentation in BUSI
[NO] 597/1810 | Strict Elimination of Double Traversals in Outer Subaisles and Two-Block Rectangular Warehouses
[NO] 598/1810 | Empowerment Gain and Causal Model Construction: Children and adults are sensitive to controllability and variability in their causal interventions
[NO] 599/1810 | MM-CoT:A Benchmark for Probing Visual Chain-of-Thought Reasoning in Multimodal Models
[NO] 600/1810 | PR-CapsNet: Pseudo-Riemannian Capsule Network with Adaptive Curvature Routing for Graph Learning
[NO] 601/1810 | Nonreciprocal dynamics with weak noise: aperiodic "Escher cycles" and their quasipotential landscape
[NO] 602/1810 | A multivariate generalization of Hall's theorem for Edgeworth expansions of bootstrap distributions
[NO] 603/1810 | Animal Re-Identification on Microcontrollers
[NO] 604/1810 | Follow-up Observations of Candidate White Dwarf Planets with MIRI
[NO] 605/1810 | Classification of wormhole singularities
[NO] 606/1810 | Large Excursions of Reflected Lévy Processes: Asymptotic Shapes
[NO] 607/1810 | Large-scale Lindblad learning from time-series data
[NO] 608/1810 | Inferring main-sequence stage and buoyancy-glitch amplitudes from Fourier spectra of gravity-mode period spacings: Ensemble Analysis of 26 Slowly Pulsating B Stars
[NO] 609/1810 | Device/circuit simulations of silicon spin qubits based on a gate-all-around transistor
[NO] 610/1810 | Enhancing Hole Mobility in Monolayer $WSe_{2}$ p-FETs via Process-Induced Compression
[NO] 611/1810 | Propensity score adjustment when errors in achievement measures inform treatment assignment
[NO] 612/1810 | Robust equilibria in continuous games: From strategic to dynamic robustness
[NO] 613/1810 | A Dynamic Coding Scheme to Prevent Covert Cyber-Attacks in Cyber-Physical Systems
[NO] 614/1810 | FRINGE: a protocol for self-referenced quantum state estimation via photon-number-resolved interferometry
[NO] 615/1810 | Self-consistent solution of Eliashberg equations for metal hydride superconductors
[NO] 616/1810 | Matrix Completion Survey: Theory, Algorithms, and Empirical Evaluation
[NO] 617/1810 | YRu$_3$B$_2$ -- a kagome lattice superconductor
[NO] 618/1810 | Global optimization of low-rank polynomials
[NO] 619/1810 | Machine learning classification of baseband data of CHIME FRBs
[NO] 620/1810 | Isocurvature Induced Gravitational Waves at Pulsar Timing Arrays
[NO] 621/1810 | Field manipulation of Weyl modes in an ideal Dirac semimetal
[YES] 622/1810 | Multicalibration for LLM-based Code Generation
[NO] 623/1810 | Multifractal Analysis of Equilibrium States of Endomorphisms of $\mathbb{P}^k$
[NO] 624/1810 | A Transcorrelated Wave-Function Framework for Solids: An Application to Bulk and Defected Silicon
[NO] 625/1810 | Many interacting particles in solution. II. Screening-ranged expansion of electrostatic forces
[NO] 626/1810 | Labeled Delegated PSI and its Applications in the Public Sector
[NO] 627/1810 | A microstructural rheological model for transient creep in polycrystalline ice
[NO] 628/1810 | Foreground Mitigation for CMB Lensing with the Global Minimum Variance Quadratic Estimator
[NO] 629/1810 | NecoFuzz: Effective Fuzzing of Nested Virtualization via Fuzz-Harness Virtual Machines
[NO] 630/1810 | Dynamics of Quantum Chiral Solitons
[NO] 631/1810 | On a cross-diffusion hybrid model: Cancer Invasion Tissue with Normal Cell Involved
[NO] 632/1810 | OSMO: Open-Source Tactile Glove for Human-to-Robot Skill Transfer
[NO] 633/1810 | Improved Pseudorandom Codes from Permuted Puzzles
[NO] 634/1810 | The Maxwell equations on full sub-extremal and extremal Kerr spacetimes
[NO] 635/1810 | SAQ: Stabilizer-Aware Quantum Error Correction Decoder
[NO] 636/1810 | The impact of lunar topography on the 21-cm power spectrum for grid-based arrays : Insights for the Dark-ages EXplorer (DEX)
[NO] 637/1810 | Open Polymer Challenge: Post-Competition Report
[NO] 638/1810 | A Fast Broadband Beamspace Transformation
[NO] 639/1810 | Siamese-Driven Optimization for Low-Resolution Image Latent Embedding in Image Captioning
[NO] 640/1810 | Nonlinear Gravity and Multipole Turbulence
[NO] 641/1810 | Low Resistance Non-Alloyed Ohmic Contacts to High Al Composition n-type AlGaN
[NO] 642/1810 | Differentially Private Synthetic Data Generation Using Context-Aware GANs
[NO] 643/1810 | Secure and Privacy-Preserving Federated Learning for Next-Generation Underground Mine Safety
[NO] 644/1810 | An accurate alternative to hybrid functionals for germanium: DFT+$α$
[NO] 645/1810 | Can the GPC standard eliminate consent banners in the EU?
[NO] 646/1810 | Reinforcement Learning From State and Temporal Differences
[NO] 647/1810 | A Methodology for Quantitative AI Risk Modeling
[NO] 648/1810 | Loose Hamiltonicity
[NO] 649/1810 | Forecasting Fails: Unveiling Evasion Attacks in Weather Prediction Models
[NO] 650/1810 | Do Depth-Grown Models Overcome the Curse of Depth? An In-Depth Analysis
[NO] 651/1810 | Heterogeneity in Multi-Robot Environmental Monitoring for Resolving Time-Conflicting Tasks
[NO] 652/1810 | Emovectors: assessing emotional content in jazz improvisations for creativity evaluation
[NO] 653/1810 | Interpreting the current Higgs excesses at the LHC in the 2HD+a framework
[NO] 654/1810 | Reasoning Models Ace the CFA Exams
[NO] 655/1810 | The utility of noiseless linear amplification and attenuation in single-rail discrete-variable quantum communications
[NO] 656/1810 | Fast exact algorithms via the Matrix Tree Theorem
[NO] 657/1810 | Small-scale bright point characteristics at high-resolution with the Daniel K. Inouye Solar Telescope
[NO] 658/1810 | The Strong-$CP$ Problem and its Gauge Axion solution as Evidence for Fundamental Strings
[NO] 659/1810 | PyMieDiff: A differentiable Mie scattering library
[NO] 660/1810 | Dual-wavelength Fourier Ptychographic Topography
[NO] 661/1810 | A conceptual model for growth by Capital-Education investments
[NO] 662/1810 | Poisson bivectors on infinite dimensional manifolds
[NO] 663/1810 | Microwave Signature of the Emerging Abrikosov Lattice Above $H_{c2}$
[NO] 664/1810 | Realization of relational presheaves
[NO] 665/1810 | Quantum simulation in the entanglement picture
[NO] 666/1810 | Modular Neural Image Signal Processing
[NO] 667/1810 | Bayesian Extraction of HQET Parameters from Inclusive Semi-Leptonic Decay of the $Λ_{c}^{+}$ Baryon
[NO] 668/1810 | An Iteration-Free Fixed-Point Estimator for Diffusion Inversion
[NO] 669/1810 | Laser-pumped drilling carbon nanotube vortex shock waves in optical fibers
[NO] 670/1810 | Astrometric Reconnaissance of Exoplanetary Systems (ARES). I. Methodology validation with HST point-source images of Proxima Centauri
[NO] 671/1810 | MVP: Multiple View Prediction Improves GUI Grounding
[NO] 672/1810 | Decomposable semigroups on C*-algebras and D-divisible dynamical maps
[NO] 673/1810 | Reviving $Z^\prime$ Portal Dark Matter with Conversion Mechanism
[NO] 674/1810 | Data-Efficient Learning of Anomalous Diffusion with Wavelet Representations: Enabling Direct Learning from Experimental Trajectories
[NO] 675/1810 | Syntactic Structure, Quantum Weights
[NO] 676/1810 | OCCDiff: Occupancy Diffusion Model for High-Fidelity 3D Building Reconstruction from Noisy Point Clouds
[NO] 677/1810 | Damped oscillation regular structures from the deuteron "effective" electromagnetic form factor data
[NO] 678/1810 | Learning to Control Physically-simulated 3D Characters via Generating and Mimicking 2D Motions
[NO] 679/1810 | On-the-fly Large-scale 3D Reconstruction from Multi-Camera Rigs
[YES] 680/1810 | LLM-based Vulnerable Code Augmentation: Generate or Refactor?
[NO] 681/1810 | Scattering from a random thin coating of nanoparticles: the Dirichlet case
[NO] 682/1810 | Optimal Perturbation Budget Allocation for Data Poisoning in Offline Reinforcement Learning
[NO] 683/1810 | Quasiconformal symbols and projected composition operators
[NO] 684/1810 | Higher Josephson harmonics in a tunable double-junction transmon qubit
[NO] 685/1810 | Fields of dp-Rank 2 and their W_2-Topologies: The Characteristic 2 Case
[NO] 686/1810 | On the stochastic proof of the Blaschke-Santaló inequality
[NO] 687/1810 | Delving into the depths of NGC 3783 with XRISM III. Birth of an ultrafast outflow during a soft flare
[NO] 688/1810 | LapFM: A Laparoscopic Segmentation Foundation Model via Hierarchical Concept Evolving Pre-training
[NO] 689/1810 | Scalable CFD Simulations in Multi-Billion Voxel Micro-CT Images of Porous Materials Using OpenFOAM on ARCHER2
[NO] 690/1810 | Optimal coefficients for elliptic PDEs
[NO] 691/1810 | SDT-6D: Fully Sparse Depth-Transformer for Staged End-to-End 6D Pose Estimation in Industrial Multi-View Bin Picking
[NO] 692/1810 | Decay of spin helices in XXZ quantum spin chains with single-ion anisotropy
[NO] 693/1810 | Hybrid Fuzzy Logic and Shading-Aware Particle Swarm Optimization for Dynamic Photovoltaic Shading Faults Mitigation
[NO] 694/1810 | Weighted projective lines and Hochschild cohomology
[NO] 695/1810 | Towards Effective and Efficient Long Video Understanding of Multimodal Large Language Models via One-shot Clip Retrieval
